,gender,living_area,age,job,education,income,child,experience,card,visit_per_week,visit_per_month,visit_per_year,average_staying_time,with_whom,location,transportation,distance,weekday_hour,weekday_minute,weekend_hour,weekend_minute,weekday_reading_time,weekend_reading_time,total_reading_time,books_per_year,satisfaction,recommendation,present_use,future_use,churn
135,1,24,44,6,5,11,0,1,1.0,0.0,2.0,0.0,4.0,4.0,1.0,1.0,1,1,0,0,0,60,0,60,4,1.0,1.0,1.0,1.0,0
136,1,24,30,3,4,11,0,0,1.0,0.0,3.0,0.0,2.0,4.0,2.0,2.0,0,0,0,0,15,0,15,15,2,1.0,0.0,1.0,1.0,0
137,0,24,61,2,3,11,1,0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,1,0,0,0,30,0,30,30,3,0.0,1.0,1.0,1.0,0
138,0,24,43,6,5,8,1,1,1.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,0,1,0,2,0,60,120,180,4,1.0,1.0,1.0,1.0,0
139,0,24,24,10,2,7,0,0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1,0,0,1,0,0,60,60,4,1.0,1.0,1.0,1.0,0
140,1,24,56,6,5,8,1,0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0
141,0,24,32,6,5,8,0,1,0.0,0.0,2.0,0.0,1.0,4.0,2.0,2.0,0,0,20,2,0,20,120,140,8,1.0,1.0,1.0,1.0,0
142,1,24,24,10,2,9,0,0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,1,0,20,0,20,20,20,40,7,1.0,1.0,1.0,1.0,0
143,0,24,35,6,5,14,0,1,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1,0,0,0,30,0,30,30,3,1.0,1.0,1.0,1.0,0
144,1,24,35,6,5,14,0,1,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1,0,0,1,0,0,60,60,4,1.0,1.0,1.0,1.0,0
145,1,24,60,2,4,6,1,1,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1,0,0,1,0,0,60,60,5,1.0,1.0,1.0,1.0,0
146,1,24,39,6,5,8,1,1,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1,0,0,1,30,0,90,90,4,1.0,1.0,1.0,1.0,0
147,0,24,55,6,5,8,1,1,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1,0,0,2,0,0,120,120,6,1.0,1.0,1.0,1.0,0
148,0,24,60,6,5,11,1,0,1.0,0.0,3.0,0.0,2.0,4.0,1.0,2.0,0,1,30,2,0,90,120,210,4,1.0,1.0,0.0,1.0,0
149,0,24,39,9,4,6,1,1,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0,0,0,1,0,0,60,60,4,1.0,1.0,1.0,1.0,0
150,1,24,58,6,5,11,1,0,1.0,0.0,0.0,3.0,1.0,4.0,1.0,2.0,0,0,0,0,40,0,40,40,2,1.0,1.0,1.0,1.0,0
151,0,24,44,6,5,8,1,1,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1,0,0,2,0,0,120,120,3,1.0,1.0,1.0,1.0,0
152,0,24,90,9,1,2,1,0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1,0,0,2,0,0,120,120,3,1.0,1.0,1.0,1.0,0
153,0,24,52,6,5,9,1,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,1,0,0,60,60,3,1.0,1.0,1.0,1.0,0
154,0,24,45,6,5,10,1,1,1.0,0.0,1.0,0.0,5.0,1.0,1.0,3.0,0,0,0,1,0,0,60,60,7,1.0,1.0,1.0,1.0,0
155,1,24,70,2,3,4,0,0,0.0,0.0,0.0,0.5,2.0,4.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0
156,0,24,55,9,4,9,1,0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1,2,0,1,0,120,60,180,8,1.0,1.0,1.0,1.0,0
157,0,24,54,6,5,11,1,1,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1,0,10,2,0,10,120,130,3,1.0,1.0,1.0,1.0,0
158,0,24,68,6,3,10,0,1,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1,2,0,3,0,120,180,300,7,1.0,1.0,1.0,1.0,0
